time,open,high,low,close,Volume
1694721600,26678.13,26723.64,26473,26534.84,1693.68095
1694728800,26534.84,26628.76,26497.07,26522.73,1299.29777
1694736000,26522.73,26560,26448.19,26502.66,1543.99162
1694743200,26502.66,26624.52,26502.65,26615.39,1414.72373
1694750400,26615.4,26655.84,26575,26588.99,1257.74546
1694757600,26588.98,26609.88,26550.99,26565.69,1505.69776
1694764800,26565.69,26690,26540.61,26613.78,1830.34222
1694772000,26613.78,26657.84,26375.01,26425.16,3094.50271
1694779200,26425.17,26526.99,26334.13,26364.97,3254.42383
1694786400,26364.97,26416.89,26224,26321.21,3551.46555
1694793600,26321.2,26388.36,26315.02,26338.5,1495.46423
1694800800,26338.51,26444.45,26331.97,26397.38,1353.8956
1694808000,26397.38,26506.26,26373.21,26469.14,1597.65887
1694815200,26469.14,26888,26469.13,26600,4327.38211
1694822400,26599.99,26694.18,26571.42,26653.31,1600.92415
1694829600,26653.3,26777,26604.75,26616.43,1743.56564
1694836800,26616.44,26621.36,26515,26537.76,1680.09035
1694844000,26537.76,26537.77,26467.45,26494.5,1226.00077
1694851200,26494.5,26581.98,26470.91,26501.44,1205.6802
1694858400,26501.44,26550,26445,26524.09,1200.8801
1694865600,26524.08,26576.38,26500.32,26550.65,927.4508
1694872800,26550.66,26560.16,26481.87,26507.12,1205.98482
1694880000,26507.12,26622.22,26496.14,26566.98,1162.74086
1694887200,26566.98,26622.15,26505.4,26532.8,886.9411
1694894400,26532.79,26579.99,26526.15,26570.01,579.29552
1694901600,26570.01,26573.89,26507,26559.67,541.3792
1694908800,26559.67,26559.68,26416.16,26496.35,1691.51063
1694916000,26496.34,26535.24,26490.89,26529.25,1018.82496
1694923200,26529.25,26570,26508.96,26543.79,741.37459
1694930400,26543.79,26547.37,26490.88,26495.93,784.63038
1694937600,26495.94,26582.05,26493.13,26578.69,1202.16846
1694944800,26578.7,26623.25,26566.67,26566.67,1150.97198
1694952000,26566.68,26583.46,26527.4,26543.94,773.90028
1694959200,26543.94,26600,26525.28,26549.98,1425.81345
1694966400,26549.98,26551,26480,26480,1149.22382
1694973600,26480.01,26520.76,26464.64,26505.15,710.18011
1694980800,26505.14,26505.15,26399,26484.92,1530.98398
1694988000,26484.91,26534.09,26438.61,26527.51,818.52013
1694995200,26527.5,26553.56,26377.35,26462.63,1918.84447
1695002400,26462.63,26750,26458.63,26658.66,3251.77044
1695009600,26658.66,26680,26567.09,26647.45,1271.46954
1695016800,26647.45,26800,26622.77,26710.67,1692.52461
1695024000,26710.67,26945.55,26684.02,26872.31,3951.21616
1695031200,26872.3,27240,26872.3,27196.98,7015.74896
1695038400,27196.98,27409,27151,27255.21,6917.99042
1695045600,27255.22,27357,27130,27269.42,3425.14663
1695052800,27269.43,27310,26669.94,26760.49,6942.91325
1695060000,26760.48,26943.83,26631,26814.79,3763.68749
1695067200,26814.78,26846.76,26732.23,26839.13,1432.70799
1695074400,26839.13,26881.45,26728,26762.51,1416.4126
1695081600,26762.5,26787.56,26667.79,26699.99,1784.01056
1695088800,26700,26840.67,26684.79,26818.42,1329.81972
1695096000,26818.41,26860,26793.77,26796.26,1010.27467
1695103200,26796.26,26874.73,26750.88,26847.21,1429.62984
1695110400,26847.21,27466,26847.21,27288.96,5920.05663
1695117600,27288.95,27314.7,27050.02,27237.56,3706.73475
1695124800,27237.57,27288,26917.84,26968.77,4763.44678
1695132000,26968.78,27480,26881.37,27422.24,6773.3832
1695139200,27422.24,27483.57,27079.68,27133.88,4224.60056
1695146400,27133.88,27204.99,27069.9,27185.44,2413.46088
1695153600,27185.43,27212.5,26990.01,27157.97,1906.26192
1695160800,27157.98,27222.81,27091.53,27210.26,928.84236
1695168000,27210.25,27349.91,27146.01,27345.77,1740.30242
1695175200,27345.77,27388.63,27085,27119.48,2778.27975
1695182400,27119.48,27159.91,27007,27025,1958.13476
1695189600,27024.99,27142.03,26936.79,27105.62,3039.02253
1695196800,27105.61,27197.66,26950.83,27055.38,3077.48653
1695204000,27055.38,27119.06,26950,27098.08,2172.52128
1695211200,27098.07,27199.31,26997.94,27160.09,2784.6479
1695218400,27160.1,27237.87,27051.23,27180.63,3451.62797
1695225600,27180.62,27277.36,27140.05,27195.12,2363.63218
1695232800,27195.13,27300,26800,26930.61,6614.98042
1695240000,26930.62,27241.31,26921.7,27111.16,2565.57674
1695247200,27111.16,27155.59,27051.22,27125,1661.00619
1695254400,27125.01,27159.6,26979.28,27029.54,2140.44725
1695261600,27029.55,27056.21,26936.66,27035,1573.63742
1695268800,27034.99,27103.17,26991.06,27071.02,1295.64535
1695276000,27071.03,27073.09,26979.92,26990.11,1598.30894
1695283200,26990.11,27017,26689.84,26747.3,4044.26703
1695290400,26747.3,26799.6,26618.9,26730.78,4206.91459
1695297600,26730.77,26776.98,26380,26419.86,7773.17767
1695304800,26419.87,26659.12,26377.7,26584.02,5253.35557
1695312000,26584.01,26696.6,26545.82,26651.55,2522.22013
1695319200,26651.56,26687.35,26555.68,26599.95,1757.0264
1695326400,26599.95,26621.57,26497.94,26613.67,1370.60525
1695333600,26613.68,26617.58,26550,26568.08,941.22102
1695340800,26568.08,26670.13,26468.77,26630.22,2189.09656
1695348000,26630.22,26644.77,26550.65,26627.77,1264.30982
1695355200,26627.77,26670.15,26609.13,26666.23,1144.63036
1695362400,26666.23,26705.46,26573.93,26674.8,1831.42913
1695369600,26674.8,26743.38,26620.41,26635.84,1816.38385
1695376800,26635.84,26656.59,26590,26640.26,1304.02293
1695384000,26640.26,26653.12,26556.6,26609.99,1656.15792
1695391200,26610,26698.29,26590,26631.01,2250.54749
1695398400,26631.01,26644.98,26531.01,26576.22,1505.47983
1695405600,26576.22,26635.73,26532.24,26540.1,1154.42237
1695412800,26540.1,26575.58,26488,26569.07,1133.49151
1695420000,26569.07,26597.96,26545.17,26580.14,948.25743
