date,Open,High,Low,Close,volume
1695931200000,27100.0,27166.42,26895.0,27002.81,2657.63923
1695938400000,27002.82,27071.33,26949.83,27021.39,1204.98621
1695945600000,27021.39,27134.16,26970.65,27045.01,2436.25725
1695952800000,27045.02,27085.0,26859.7,26957.99,2507.27804
1695960000000,26958.0,26985.0,26895.94,26977.11,1134.3297
1695967200000,26977.12,27244.89,26950.0,27179.98,3816.28631
1695974400000,27179.99,27179.99,26968.48,27035.57,2117.61191
1695981600000,27035.57,27065.0,26963.7,26970.78,1510.25401
1695988800000,26970.78,27048.88,26891.1,26895.0,2964.51392
1695996000000,26895.01,27149.05,26665.16,26888.57,6496.36416
1696003200000,26888.57,26907.75,26809.57,26840.95,1659.33997
1696010400000,26840.95,26954.09,26750.0,26926.52,1846.85157
1696017600000,26926.53,26984.99,26869.99,26870.0,1127.45854
1696024800000,26870.0,26926.56,26866.13,26906.96,862.21681
1696032000000,26906.96,26946.98,26891.26,26894.65,789.01182
1696039200000,26894.65,26933.56,26886.31,26915.3,486.43172
1696046400000,26915.3,26955.91,26911.51,26934.9,659.11568
1696053600000,26934.91,26958.04,26919.36,26931.75,1024.35603
1696060800000,26931.76,26959.0,26923.18,26947.64,917.46366
1696068000000,26947.63,26997.0,26923.54,26936.02,1096.04755
1696075200000,26936.02,26979.0,26903.01,26973.39,1325.05677
1696082400000,26973.4,27094.99,26957.26,26996.29,2233.65717
1696089600000,26996.29,27043.61,26970.72,27017.55,1340.55956
1696096800000,27017.54,27037.04,26987.78,27020.7,1041.86958
1696104000000,27020.7,27081.78,26946.73,26999.28,1083.3819
1696111200000,26999.29,27029.28,26956.16,26962.56,807.67163
1696118400000,26962.57,27037.4,26954.09,27019.83,708.89518
1696125600000,27019.83,27048.0,27010.23,27044.76,640.58099
1696132800000,27044.77,27072.75,27020.9,27071.72,910.46883
1696140000000,27071.73,27158.59,27071.72,27107.95,1744.68332
1696147200000,27107.94,27231.81,27086.74,27217.77,1816.71505
1696154400000,27217.78,27289.08,27159.98,27187.71,2152.52217
1696161600000,27187.71,27199.79,27126.28,27192.04,1491.83395
1696168800000,27192.04,27229.29,27083.24,27153.18,1537.97932
1696176000000,27153.17,27155.0,27035.78,27072.35,1315.55405
1696183200000,27072.34,27107.77,27065.07,27103.02,804.23429
1696190400000,27103.02,27187.99,27033.1,27180.37,1132.36473
1696197600000,27180.38,28065.51,27155.0,27992.57,10346.9828
1696204800000,27992.58,28062.43,27826.65,27920.0,4318.76952
1696212000000,27919.99,28210.0,27899.91,28126.54,3946.90509
1696219200000,28126.54,28154.83,27910.95,27977.38,3539.16576
1696226400000,27977.39,28430.0,27963.35,28311.91,5266.97816
1696233600000,28311.91,28484.28,28238.15,28288.61,6132.6903
1696240800000,28288.61,28368.76,28187.69,28198.04,3107.81362
1696248000000,28198.05,28544.0,28197.69,28544.0,4888.00724
1696255200000,28544.0,28580.0,27983.0,28026.31,7104.2355
1696262400000,28026.3,28123.39,27853.49,28055.25,4487.45437
1696269600000,28055.26,28104.1,27631.41,27964.99,5447.58517
1696276800000,27965.0,27965.94,27281.44,27472.22,5006.66632
1696284000000,27472.23,27618.48,27351.0,27494.51,3824.87136
1696291200000,27494.51,27572.0,27381.48,27563.32,3870.11802
1696298400000,27563.32,27640.0,27517.15,27601.55,1580.6103
1696305600000,27601.54,27648.05,27545.3,27572.37,1402.68851
1696312800000,27572.37,27676.52,27521.43,27540.64,1649.65509
1696320000000,27540.65,27642.83,27540.06,27550.01,1752.118
1696327200000,27550.01,27635.8,27475.0,27559.99,2132.8772
1696334400000,27560.0,27579.7,27388.0,27549.47,3419.29102
1696341600000,27549.48,27549.48,27234.55,27345.0,4589.20531
1696348800000,27345.0,27486.2,27318.89,27435.4,2025.15136
1696356000000,27435.4,27447.75,27250.0,27275.0,2169.90136
1696363200000,27275.0,27453.11,27160.5,27400.06,2365.57293
1696370400000,27400.06,27469.65,27270.0,27426.46,1971.77645
1696377600000,27426.45,27435.0,27202.0,27336.8,4895.707
1696384800000,27336.8,27510.29,27312.23,27430.43,1941.18513
1696392000000,27430.43,27430.44,27357.1,27407.18,967.55425
1696399200000,27407.18,27454.98,27350.75,27453.78,1289.91906
1696406400000,27453.77,27638.87,27434.1,27630.0,2228.69958
1696413600000,27630.01,27643.09,27520.28,27572.43,2360.1521
1696420800000,27572.43,27633.42,27403.4,27420.0,3040.94447
1696428000000,27419.99,27475.0,27329.85,27404.22,2898.72694
1696435200000,27404.21,27597.45,27400.94,27539.51,2199.66861
1696442400000,27539.5,27839.72,27522.0,27618.1,4302.84243
1696449600000,27618.1,27788.85,27564.71,27686.59,2041.04876
1696456800000,27686.6,27831.51,27660.8,27778.57,1649.69367
1696464000000,27778.57,27896.07,27688.22,27732.16,2076.68008
1696471200000,27732.15,27738.13,27650.01,27651.73,1059.7663
1696478400000,27651.73,27702.2,27638.36,27641.31,985.91069
1696485600000,27641.31,27665.0,27550.77,27607.98,1679.18657
1696492800000,27607.98,27725.96,27593.23,27684.68,1342.03528
1696500000000,27684.67,27774.55,27661.13,27725.68,1551.48516
1696507200000,27725.68,28099.0,27677.33,27992.76,5151.21772
1696514400000,27992.76,28120.39,27403.59,27555.0,7994.77903
1696521600000,27555.0,27617.57,27352.0,27483.43,4524.31332
1696528800000,27483.43,27535.52,27416.26,27471.28,1883.53131
1696536000000,27471.28,27509.45,27410.0,27450.0,1151.67976
1696543200000,27450.01,27468.2,27388.0,27410.39,1280.91097
1696550400000,27410.39,27542.49,27389.99,27516.87,1830.76047
1696557600000,27516.88,27590.0,27516.51,27559.2,1362.50617
1696564800000,27559.2,27560.97,27477.84,27499.99,1203.8545
1696572000000,27499.99,27651.0,27464.48,27638.52,1820.28066
1696579200000,27638.51,27705.85,27588.53,27690.6,2128.4593
1696586400000,27690.6,27801.0,27609.71,27760.0,3076.27064
1696593600000,27760.0,27768.2,27175.94,27526.1,8132.1707
1696600800000,27526.1,28044.86,27467.14,27941.12,6441.84001
1696608000000,27941.12,28023.51,27789.14,27958.52,4256.49111
1696615200000,27958.53,28038.0,27866.66,27952.36,2813.77195
1696622400000,27952.35,28295.0,27895.47,28042.37,3023.14322
1696629600000,28042.38,28137.53,27877.6,27931.09,1893.69404
1696636800000,27931.1,27955.9,27842.08,27901.94,1795.9398
1696644000000,27901.95,27944.8,27871.69,27900.41,987.32362
1696651200000,27900.41,27944.84,27887.36,27900.44,750.34533
1696658400000,27900.45,27918.03,27875.0,27890.8,994.38579
1696665600000,27890.79,28029.67,27880.01,27951.74,1484.32633
1696672800000,27951.74,28013.54,27927.95,27942.12,1421.2229
1696680000000,27942.12,27986.27,27895.28,27938.91,989.72614
1696687200000,27938.9,27971.82,27898.71,27939.8,895.05881
1696694400000,27939.8,27964.2,27902.48,27933.15,1035.9585
1696701600000,27933.16,27946.6,27850.0,27865.48,1362.62415
1696708800000,27865.49,27956.74,27856.66,27931.9,896.69314
1696716000000,27931.91,27959.75,27924.14,27956.67,735.23374
1696723200000,27956.67,28029.4,27943.9,28016.27,926.24455
1696730400000,28016.28,28095.14,27982.35,28064.87,2167.28047
1696737600000,28064.87,28076.04,27878.06,27933.91,3915.2362
1696744800000,27933.92,27953.21,27880.0,27905.61,752.23397
1696752000000,27905.61,27937.5,27832.68,27878.8,1428.00281
1696759200000,27878.8,27895.35,27775.0,27811.63,1749.46793
1696766400000,27811.63,27999.72,27687.5,27910.75,2498.20179
1696773600000,27910.75,27980.0,27871.17,27892.74,1459.28988
1696780800000,27892.74,27948.68,27870.96,27878.8,1175.30266
1696788000000,27878.79,27919.94,27807.82,27894.99,1248.57945
1696795200000,27894.99,27980.0,27875.0,27916.89,879.5199
1696802400000,27916.89,27942.82,27800.0,27917.05,1494.2096
1696809600000,27917.06,27987.93,27796.53,27961.86,1549.56619
1696816800000,27961.85,27984.44,27917.28,27921.73,1033.61437
1696824000000,27921.72,27944.0,27860.0,27864.2,963.32778
1696831200000,27864.21,27913.9,27808.4,27813.27,1529.82251
1696838400000,27813.27,27842.03,27435.0,27542.97,5253.42054
1696845600000,27542.98,27608.0,27412.21,27468.92,4385.46261
1696852800000,27468.91,27547.3,27374.73,27518.87,3635.6106
1696860000000,27518.86,27578.81,27430.47,27443.31,2798.6105
1696867200000,27443.32,27589.76,27260.0,27589.76,5671.17235
1696874400000,27589.76,27750.03,27529.99,27616.66,3055.89015
1696881600000,27616.66,27653.27,27556.2,27620.21,872.40201
1696888800000,27620.2,27638.24,27571.04,27590.12,785.84678
1696896000000,27590.12,27633.82,27492.6,27597.6,1351.04729
1696903200000,27597.6,27697.56,27578.13,27632.32,1255.09136
1696910400000,27632.32,27636.0,27579.87,27607.23,948.31087
1696917600000,27607.24,27706.34,27607.23,27651.45,1188.75257
1696924800000,27651.46,27735.0,27642.06,27662.85,1416.00414
1696932000000,27662.84,27675.82,27500.0,27508.87,1935.40858
1696939200000,27508.86,27530.23,27338.87,27395.0,3072.1051
1696946400000,27394.99,27630.0,27350.0,27408.01,4437.13219
1696953600000,27408.01,27511.96,27329.62,27369.2,2917.14679
1696960800000,27369.19,27420.0,27298.0,27397.3,2152.3366
1696968000000,27397.31,27468.14,27322.69,27425.71,1359.52766
1696975200000,27425.71,27470.01,27384.56,27390.12,743.98068
1696982400000,27390.12,27477.39,27389.17,27439.15,1104.56821
1696989600000,27439.15,27439.18,27011.01,27016.05,5273.5567
1696996800000,27016.04,27143.91,26964.89,27113.68,2638.40147
1697004000000,27113.69,27119.84,27018.56,27021.95,2141.3555
1697011200000,27021.95,27288.98,27017.0,27285.44,2700.1986
1697018400000,27285.44,27332.0,27176.38,27196.26,2163.61294
1697025600000,27196.26,27262.45,27037.68,27143.59,2818.11398
1697032800000,27143.59,27165.92,26727.56,26779.46,5982.42595
1697040000000,26779.45,26793.81,26538.66,26632.26,6352.10007
1697047200000,26632.27,26795.63,26585.51,26763.2,3469.50439
1697054400000,26763.19,26780.12,26680.0,26728.44,1287.44448
1697061600000,26728.43,26885.41,26717.7,26875.52,1418.16477
1697068800000,26875.52,26887.06,26735.83,26779.79,1834.62037
1697076000000,26779.79,26947.04,26756.59,26847.07,2223.47162
1697083200000,26847.07,26876.86,26783.14,26876.85,1042.60637
1697090400000,26876.85,26920.81,26804.8,26810.66,1733.2425
1697097600000,26810.66,26824.59,26655.6,26742.3,3045.48969
1697104800000,26742.3,26867.14,26721.79,26837.84,1966.90613
1697112000000,26837.84,26862.74,26685.71,26761.6,2484.90186
1697119200000,26761.6,26778.89,26621.76,26675.0,2083.65847
1697126400000,26674.99,26804.99,26555.0,26641.9,3430.68214
1697133600000,26641.89,26739.95,26596.45,26712.9,1521.31305
1697140800000,26712.91,26764.94,26706.84,26759.28,1119.6889
1697148000000,26759.28,26775.0,26706.44,26759.63,942.06002
1697155200000,26759.63,26876.06,26750.0,26793.56,1404.7136
1697162400000,26793.57,26830.77,26768.7,26781.69,873.81498
1697169600000,26781.69,26828.22,26773.84,26821.92,1058.28394
1697176800000,26821.92,26943.0,26802.44,26875.0,1615.6428
1697184000000,26874.99,26903.94,26737.4,26738.05,2595.04888
1697191200000,26738.05,26854.39,26738.05,26820.92,1124.64255
1697198400000,26820.91,26966.85,26764.72,26855.63,3010.80696
1697205600000,26855.64,26855.64,26685.96,26706.83,2158.78785
1697212800000,26706.83,26807.1,26685.0,26768.26,1963.77374
1697220000000,26768.26,26786.53,26723.0,26778.57,1100.5905
1697227200000,26778.57,27130.0,26747.24,27019.2,4792.31633
1697234400000,27019.2,27078.73,26755.01,26862.0,2417.34286
1697241600000,26862.0,26929.47,26845.0,26915.05,1088.62989
1697248800000,26915.05,26989.58,26887.41,26930.78,1076.54961
1697256000000,26930.77,26939.35,26882.2,26885.07,747.39403
1697263200000,26885.06,26897.18,26841.76,26868.8,1955.08021
1697270400000,26868.8,26884.9,26847.87,26879.98,586.78189
1697277600000,26879.98,26900.0,26849.82,26872.35,628.66833
1697284800000,26872.35,26913.87,26850.44,26907.61,725.84413
1697292000000,26907.61,26943.39,26869.76,26942.56,797.33245
1697299200000,26942.56,26953.18,26884.57,26889.51,881.65899
1697306400000,26889.51,26890.33,26850.0,26864.29,758.60385
1697313600000,26864.29,26883.57,26789.0,26820.01,820.24406
1697320800000,26820.0,26866.97,26819.72,26852.48,350.46832
1697328000000,26852.48,26916.77,26815.76,26890.01,767.43291
1697335200000,26890.0,26907.16,26871.65,26880.46,555.12849
1697342400000,26880.46,26889.22,26871.86,26882.44,369.52826
1697349600000,26882.45,26882.52,26873.91,26882.52,387.618
1697356800000,26882.51,26919.0,26882.51,26901.29,633.1816
1697364000000,26901.3,26901.3,26843.79,26852.47,654.67533
1697371200000,26852.48,26965.28,26808.25,26861.13,1800.95953
1697378400000,26861.12,26918.62,26851.98,26898.87,873.22695
1697385600000,26898.87,27017.44,26893.41,26982.49,1426.83476
1697392800000,26982.49,27081.0,26956.17,27043.75,1350.86847
1697400000000,27043.75,27234.99,27015.0,27179.58,3532.70891
1697407200000,27179.59,27293.33,27034.65,27154.15,2922.52849
1697414400000,27154.14,27279.67,27112.66,27194.96,2976.63274
1697421600000,27194.96,27285.91,27160.01,27235.92,1539.40285
1697428800000,27235.92,27980.0,27193.98,27916.44,9145.45838
1697436000000,27916.43,27971.34,27789.0,27849.06,5400.86141
1697443200000,27849.05,27902.99,27641.72,27768.07,3754.3719
1697450400000,27768.06,27788.36,27674.12,27749.6,2152.95674
1697457600000,27749.61,30000.0,27709.04,28000.0,29541.30079
1697464800000,27999.99,28399.99,27888.88,28064.16,7245.17289
1697472000000,28064.16,28241.63,28064.16,28234.99,3536.7819
1697479200000,28235.0,28808.51,28231.04,28468.85,7567.12219
1697486400000,28468.86,28643.0,28230.37,28423.38,3364.58917
1697493600000,28423.38,28558.7,28380.61,28500.78,2174.57349
1697500800000,28500.77,28549.34,28231.01,28350.0,3621.22275
1697508000000,28349.99,28388.17,28251.27,28269.99,2407.91848
1697515200000,28270.0,28270.0,28069.32,28220.44,2833.95401
1697522400000,28220.44,28475.82,28120.5,28430.63,4792.98762
1697529600000,28430.62,28520.0,28350.11,28446.79,3135.84157
1697536800000,28446.79,28609.38,28409.27,28422.63,2765.32538
1697544000000,28422.63,28471.3,28135.35,28291.83,5002.89808
1697551200000,28291.83,28580.34,28277.09,28461.72,4711.38758
1697558400000,28461.72,28613.65,28359.89,28427.27,3231.38869
1697565600000,28427.27,28516.47,28306.42,28516.47,2679.76175
1697572800000,28516.47,28556.56,28411.18,28487.32,2088.12301
1697580000000,28487.31,28487.32,28373.33,28395.91,1157.6364
1697587200000,28395.91,28436.97,28320.29,28353.88,1411.20338
1697594400000,28353.89,28514.66,28353.88,28514.42,1495.20957
1697601600000,28514.43,28982.36,28441.71,28695.5,6366.19822
1697608800000,28695.51,28742.23,28483.24,28494.55,2791.67053
1697616000000,28494.55,28599.0,28236.41,28267.58,2660.88766
1697623200000,28267.57,28418.48,28259.22,28340.64,2393.73363
1697630400000,28340.65,28405.29,28261.01,28325.63,2829.55732
1697637600000,28325.62,28362.7,28142.87,28247.45,4145.60852
1697644800000,28247.46,28437.41,28230.2,28330.04,3490.01716
1697652000000,28330.04,28364.54,28241.2,28245.62,1944.8263
1697659200000,28245.63,28305.64,28190.81,28269.71,1437.86638
1697666400000,28269.71,28374.27,28247.23,28320.0,1195.69724
1697673600000,28320.0,28418.0,28100.66,28238.53,3397.51635
1697680800000,28238.54,28271.56,28169.26,28260.0,1721.32825
1697688000000,28260.0,28349.39,28230.0,28308.38,1550.28718
1697695200000,28308.39,28339.72,28242.67,28330.82,1533.65591
1697702400000,28330.82,28411.33,28280.96,28400.01,2173.03394
1697709600000,28400.0,28514.21,28375.86,28450.69,3050.23229
1697716800000,28450.7,28587.3,28420.0,28482.09,3940.98428
1697724000000,28482.1,28814.14,28444.64,28680.09,6260.19189
1697731200000,28680.09,28916.89,28457.56,28547.24,5590.65197
1697738400000,28547.24,28765.76,28525.0,28750.75,2440.81599
1697745600000,28750.75,28882.07,28604.09,28604.09,2855.66408
1697752800000,28604.09,28717.82,28598.6,28713.71,1381.13966
1697760000000,28713.71,28772.32,28578.29,28659.5,1527.30639
1697767200000,28659.49,29400.0,28641.32,29235.38,7636.31141
1697774400000,29235.37,29350.0,29111.28,29221.75,6172.84408
1697781600000,29221.75,29400.0,29179.96,29240.51,3666.63051
1697788800000,29240.52,29845.17,29227.75,29798.11,8589.67713
1697796000000,29798.1,30207.55,29770.06,29839.99,10660.23858
1697803200000,29839.99,29910.0,29380.0,29654.64,8254.51085
1697810400000,29654.64,29730.5,29413.31,29550.98,4060.38099
1697817600000,29550.98,29592.71,29321.0,29516.38,3036.31369
1697824800000,29516.38,29567.71,29400.0,29561.41,2039.67672
1697832000000,29561.4,29642.45,29513.5,29614.79,2153.86224
1697839200000,29614.79,29790.59,29595.29,29669.04,1624.34661
1697846400000,29669.05,29699.68,29514.19,29533.88,1504.2105
1697853600000,29533.87,29624.58,29464.77,29604.43,1492.96937
1697860800000,29604.42,29627.8,29541.86,29578.66,1042.04705
1697868000000,29578.65,29730.88,29578.65,29695.8,1534.16587
1697875200000,29695.8,29866.0,29634.56,29843.42,2017.22604
